ЛПУ МГ Бобровское;КС Бобровская, цех №1;КЦ;Обводной;100;80;Кран шаровой;Яргазарматура, Россия;2016;2016;814-2;2598;130568;30;Не требуется;ЯГТ 50ПЦА.00.00.ПС;09Г2С;Надземное;Ручной (ручка, рычаг, маховик);Яргазарматура, Россия;2016;
ЛПУ МГ Бобровское;КС Бобровская, цех №1;КЦ;Выпускной (свеча);150;100;Кран шаровой;Биттер, Германия;1983;1984;6а.5;501/60;130568;20;Не требуется;;;Надземное;Ручной с механическим редуктором;Биттер, Германия;1984;
ЛПУ МГ Бобровское;КС Бобровская, цех №1;КЦ;Выпускной (свеча);150;100;Кран шаровой;Биттер, Германия;1982;1984;6Б;501/59;130568;20;Не требуется;;;Надземное;Ручной с механическим редуктором;Биттер, Германия;1984;
ЛПУ МГ Бобровское;КС Бобровская, цех №1;КЦ;Рециркуляционный;700;100;Клапан регулирующий;Моквелд, Голландия;1982;1984;36р;8873-15М;130568;;Да;;ASTM A352 Gr. LLC;Подземное;Электрический c механическим редуктором;SIEMENS,Германия;1984;
ЛПУ МГ Бобровское;КС Бобровская, цех №1;КЦ;Рециркуляционный;700;75;Кран шаровой;Кобе Стил, Япония;1982;1984;6а;В-3683;130568;;Не требуется;;;Надземное;Ручной с механическим редуктором;Биффи, Италия;1984;
ЛПУ МГ Бобровское;КС Бобровская, цех №1;КЦ;Рециркуляционный;500;100;Кран шаровой;Борзиг, Германия;1982;1984;37б;В44002019;130568;;Не требуется;;;Подземное;Ручной с механическим редуктором;Борзиг, Германия;1984;
ЛПУ МГ Бобровское;КС Бобровская, цех №1;ПТПГ;отсечной;50;100;Кран шаровой;Петролвалвес, Италия;1981;1984;7.1.2;276;;20;Не требуется;;;Надземное;Ручной с механическим редуктором;Петролвалвес, Италия;1984;
ЛПУ МГ Бобровское;КС Бобровская, цех №1;ПТПГ;Входной;150;100;Кран шаровой;Биттер, Германия;1984;1984;72.1;460/32;;30;Не требуется;;;Надземное;Ручной с механическим редуктором;Биттер, Германия;1984;
ЛПУ МГ Бобровское;КС Бобровская, цех №1;ПТПГ;Выходной;150;100;Кран шаровой;Биттер, Германия;1984;1984;72.2;460/33;;30;Не требуется;;;Надземное;Ручной с механическим редуктором;Биттер, Германия;1984;
ЛПУ МГ Бобровское;КС Бобровская, цех №1;Емкость;отсечной;80;100;Кран шаровой;Seikmann Econosto, Германия;2015;2016;7.1;35313-040-41;;20;Не требуется;;;Надземное;Ручной (ручка, рычаг, маховик);Seikmann Econosto, Германия;2016;
ЛПУ МГ Бобровское;КС Бобровская, цех №1;Емкость;отсечной;100;160;Задвижка клиновая;Энергоинвест АЗ, Югославия;1982;1984;7.7;4Н13;;20;Не требуется;;;Надземное;Ручной (ручка, рычаг, маховик);Энергоинвест АЗ, Югославия;1984;
ЛПУ МГ Бобровское;КС Бобровская, цех №1;Емкость;отсечной;80;100;Кран шаровой;Seikmann Econosto, Германия;2015;2016;7.2;35313-040-20;;20;Не требуется;;;Надземное;Ручной (ручка, рычаг, маховик);Seikmann Econosto, Германия;2016;
ЛПУ МГ Бобровское;КС Бобровская, цех №1;Емкость;Дренажный;150;16;Задвижка клиновая;АЗТПА, Россия;1984;1985;7.6;1К10;;;Не требуется;;;Надземное;Ручной (ручка, рычаг, маховик);АЗТПА, Россия;1985;
ЛПУ МГ Бобровское;КС Бобровская, цех №1;Емкость;отсечной;50;80;Кран шаровой;Яргазарматура, Россия;2015;2016;7.5;2252;;20;Не требуется;;;Надземное;Ручной (ручка, рычаг, маховик);Яргазарматура, Россия;2016;
ЛПУ МГ Бобровское;КС Бобровская, цех №1;Емкость;Входной;150;80;Кран шаровой;АЗТПА, Россия;1984;1985;7.4;2772;;;Не требуется;;;Надземное;Ручной с механическим редуктором;АЗТПА, Россия;1985;
ЛПУ МГ Бобровское;КС Бобровская, цех №1;Емкость;отсечной;80;100;Кран шаровой;Seikmann Econosto, Германия;2015;2016;7.3;35313-040-24;;20;Не требуется;;;Надземное;Ручной (ручка, рычаг, маховик);Seikmann Econosto, Германия;2016;
ЛПУ МГ Бобровское;КС Бобровская, цех №1;АВО газа;Выходной;300;100;Кран шаровой;Биттер, Германия;1982;1984;1.2;4751116;130518;;Не требуется;;;Надземное;Ручной с механическим редуктором;Klose, Германия;1984;
ЛПУ МГ Бобровское;КС Бобровская, цех №1;АВО газа;свечной(ая);50;100;Кран шаровой;Перар, Италия;1982;1984;1.3;160.2013B/1;130518;30;Не требуется;48 600 BW;;Надземное;Ручной (ручка, рычаг, маховик);Перар, Италия;1984;
ЛПУ МГ Бобровское;КС Бобровская, цех №1;АВО газа;Входной;300;100;Кран шаровой;Биттер, Германия;1982;1984;1.1;474169;130518;;Не требуется;;;Надземное;Ручной с механическим редуктором;Klose, Германия;1984;
ЛПУ МГ Бобровское;КС Бобровская, цех №1;АВО газа;Выходной;300;100;Кран шаровой;Биттер, Германия;1982;1984;10.2;471211;130527;;Не требуется;;;Надземное;Ручной с механическим редуктором;Klose, Германия;1984;
ЛПУ МГ Бобровское;КС Бобровская, цех №1;АВО газа;Входной;300;100;Кран шаровой;Биттер, Германия;1982;1984;10.1;474167;130527;;Не требуется;;;Надземное;Ручной с механическим редуктором;Klose, Германия;1984;
ЛПУ МГ Бобровское;КС Бобровская, цех №1;АВО газа;свечной(ая);50;100;Кран шаровой;Перар, Италия;1982;1984;10.3;160.2013B/10;130527;30;Не требуется;48 600 BW;;Надземное;Ручной (ручка, рычаг, маховик);Перар, Италия;1984;
ЛПУ МГ Бобровское;КС Бобровская, цех №1;АВО газа;Выходной;300;100;Кран шаровой;Биттер, Германия;1982;1984;11.2;4751123;130528;;Не требуется;;;Надземное;Ручной с механическим редуктором;Klose, Германия;1984;
ЛПУ МГ Бобровское;КС Бобровская, цех №1;АВО газа;Входной;300;100;Кран шаровой;Биттер, Германия;1982;1984;11.1;474170;130528;;Не требуется;;;Надземное;Ручной с механическим редуктором;Klose, Германия;1984;
ЛПУ МГ Бобровское;КС Бобровская, цех №1;АВО газа;свечной(ая);50;100;Кран шаровой;Перар, Италия;1982;1984;11.3;160.2013B/11;130528;30;Не требуется;48 600 BW;;Надземное;Ручной (ручка, рычаг, маховик);Перар, Италия;1984;
ЛПУ МГ Бобровское;КС Бобровская, цех №1;АВО газа;свечной(ая);50;100;Кран шаровой;Перар, Италия;1982;1984;12.3;160.2013B/12;130529;30;Не требуется;48 600 BW;;Надземное;Ручной (ручка, рычаг, маховик);Перар, Италия;1984;
ЛПУ МГ Бобровское;КС Бобровская, цех №1;АВО газа;Входной;300;100;Кран шаровой;Биттер, Германия;1982;1984;12.1;475112;130529;;Не требуется;;;Надземное;Ручной с механическим редуктором;Klose, Германия;1984;
ЛПУ МГ Бобровское;КС Бобровская, цех №1;АВО газа;Выходной;300;100;Кран шаровой;Биттер, Германия;1982;1984;12.2;4751122;130529;;Не требуется;;;Надземное;Ручной с механическим редуктором;Klose, Германия;1984;
ЛПУ МГ Бобровское;КС Бобровская, цех №1;АВО газа;Входной;300;100;Кран шаровой;Биттер, Германия;1982;1984;13.1;475131;130530;;Не требуется;;;Надземное;Ручной с механическим редуктором;Klose, Германия;1984;
ЛПУ МГ Бобровское;КС Бобровская, цех №1;АВО газа;свечной(ая);50;100;Кран шаровой;Перар, Италия;1982;1984;13.3;160.2013B/13;130530;30;Не требуется;48 600 BW;;Надземное;Ручной (ручка, рычаг, маховик);Перар, Италия;1984;
ЛПУ МГ Бобровское;КС Бобровская, цех №1;АВО газа;Выходной;300;100;Кран шаровой;Биттер, Германия;1982;1984;13.2;4751114;130530;;Не требуется;;;Надземное;Ручной с механическим редуктором;Klose, Германия;1984;
ЛПУ МГ Бобровское;КС Бобровская, цех №1;АВО газа;Входной;300;100;Кран шаровой;Биттер, Германия;1982;1984;14.1;474175;130531;;Не требуется;;;Надземное;Ручной с механическим редуктором;Klose, Германия;1984;
ЛПУ МГ Бобровское;КС Бобровская, цех №1;АВО газа;Выходной;300;100;Кран шаровой;Биттер, Германия;1982;1984;14.2;4751110;130531;;Не требуется;;;Надземное;Ручной с механическим редуктором;Klose, Германия;1984;
ЛПУ МГ Бобровское;КС Бобровская, цех №1;АВО газа;свечной(ая);50;100;Кран шаровой;Перар, Италия;1982;1984;14.3;160.2013B/14;130531;30;Не требуется;48 600 BW;;Надземное;Ручной (ручка, рычаг, маховик);Перар, Италия;1984;
ЛПУ МГ Бобровское;КС Бобровская, цех №1;АВО газа;Выходной;300;100;Кран шаровой;Биттер, Германия;1982;1984;15.2;4751113;130532;;Не требуется;;;Надземное;Ручной с механическим редуктором;Klose, Германия;1984;
ЛПУ МГ Бобровское;КС Бобровская, цех №1;АВО газа;Входной;300;100;Кран шаровой;Биттер, Германия;1982;1984;15.1;4741102;130532;;Не требуется;;;Надземное;Ручной с механическим редуктором;Klose, Германия;1984;
ЛПУ МГ Бобровское;КС Бобровская, цех №1;АВО газа;свечной(ая);50;100;Кран шаровой;Перар, Италия;1982;1984;15.3;160.2013B/15;130532;30;Не требуется;48 600 BW;;Надземное;Ручной (ручка, рычаг, маховик);Перар, Италия;1984;
ЛПУ МГ Бобровское;КС Бобровская, цех №1;АВО газа;Выходной;300;100;Кран шаровой;Биттер, Германия;1982;1984;16.2;475121;130533;;Не требуется;;;Надземное;Ручной с механическим редуктором;Klose, Германия;1984;
ЛПУ МГ Бобровское;КС Бобровская, цех №1;АВО газа;свечной(ая);50;100;Кран шаровой;Перар, Италия;1982;1984;16.3;160.2013B/16;130533;30;Не требуется;48 600 BW;;Надземное;Ручной (ручка, рычаг, маховик);Перар, Италия;1984;
ЛПУ МГ Бобровское;КС Бобровская, цех №1;АВО газа;Входной;300;100;Кран шаровой;Биттер, Германия;1982;1984;16.1;474176;130533;;Не требуется;;;Надземное;Ручной с механическим редуктором;Klose, Германия;1984;
ЛПУ МГ Бобровское;КС Бобровская, цех №1;АВО газа;Входной;300;100;Кран шаровой;Биттер, Германия;1982;1984;2.1;474186;130519;;Не требуется;;;Надземное;Ручной с механическим редуктором;Klose, Германия;1984;
ЛПУ МГ Бобровское;КС Бобровская, цех №1;АВО газа;Выходной;300;100;Кран шаровой;Биттер, Германия;1982;1984;2.2;476124;130519;;Не требуется;;;Надземное;Ручной с механическим редуктором;Klose, Германия;1984;
ЛПУ МГ Бобровское;КС Бобровская, цех №1;АВО газа;свечной(ая);50;100;Кран шаровой;Перар, Италия;1982;1984;2.3;160.2013B/2;130519;30;Не требуется;48 600 BW;;Надземное;Ручной (ручка, рычаг, маховик);Перар, Италия;1984;
ЛПУ МГ Бобровское;КС Бобровская, цех №1;АВО газа;свечной(ая);50;100;Кран шаровой;Перар, Италия;1982;1984;3.3;160.2013B/3;130520;30;Не требуется;48 600 BW;;Надземное;Ручной (ручка, рычаг, маховик);Перар, Италия;1984;
ЛПУ МГ Бобровское;КС Бобровская, цех №1;АВО газа;Выходной;300;100;Кран шаровой;Биттер, Германия;1982;1984;3.2;4751112;130520;;Не требуется;;;Надземное;Ручной с механическим редуктором;Klose, Германия;1984;
ЛПУ МГ Бобровское;КС Бобровская, цех №1;АВО газа;Входной;300;100;Кран шаровой;Биттер, Германия;1982;1984;3.1;474174;130520;;Не требуется;;;Надземное;Ручной с механическим редуктором;Klose, Германия;1984;
ЛПУ МГ Бобровское;КС Бобровская, цех №1;АВО газа;Входной;300;100;Кран шаровой;Биттер, Германия;1982;1984;4.1;4741109;130521;;Не требуется;;;Надземное;Ручной с механическим редуктором;Klose, Германия;1984;
ЛПУ МГ Бобровское;КС Бобровская, цех №1;АВО газа;свечной(ая);50;100;Кран шаровой;Перар, Италия;1982;1984;4.3;160.2013B/4;130521;30;Не требуется;48 600 BW;;Надземное;Ручной (ручка, рычаг, маховик);Перар, Италия;1984;
ЛПУ МГ Бобровское;КС Бобровская, цех №1;АВО газа;Выходной;300;100;Кран шаровой;Биттер, Германия;1982;1984;4.2;4751109;130521;;Не требуется;;;Надземное;Ручной с механическим редуктором;Klose, Германия;1984;
